id,institution,degree,degree_type
811,"The Cooper Union for the Advancement of Science and Art","Bachelor of Science in Engineering","General Engineering"
1914,"The Cooper Union for the Advancement of Science and Art","Bachelor's degree","Electrical Engineering"
774,"The Cooper Union for the Advancement of Science and Art","Master’s Degree","Electrical Engineering"
5942,"The Cooper Union for the Advancement of Science and Art","Sound Design & Composition","Music Production"
1000,"The Cooper Union for the Advancement of Science and Art","Summer STEM Makerspace Program","Summer STEM Makerspace Program"
2641,"The Doon School","High School","Computer Sciences"
6605,"The Evergreen State College",BA,"Computer Science"
6880,"The Evergreen State College","Master's degree","Public Policy Analysis"
6886,"The Evergreen State College",MPA,"Public Administration"
2363,"The Experimental High School Attached to Beijing Normal University","Middle school and high school diploma","Middle school and high school diploma"
901,"The Flatiron School","Software Developer Fellowship","Web Development"
1547,"The Frisch School","High School/Secondary Diplomas and Certificates","High School/Secondary Diplomas and Certificates"
1203,"The George Washington University",BA,"Minor in Psychology"
654,"The George Washington University","Bachelor of Arts (B.A.)",Music
3070,"The George Washington University","Bachelor of Science (Incomplete)","Computer Science"
1557,"The George Washington University","Bachelor’s Degree","Geography and Statistics"
4809,"The George Washington University",BS,"Civil Engineering"
4710,"The George Washington University",Masters,"Information System"
4762,"The German University in Cairo","Bachelor of Science (BSc)","Computer Engineering"
4761,"The German University in Cairo",bsc,"Computer Engineering"
3396,"The Governors Academy",,
1087,"The Grace Hopper Program at Fullstack Academy","2021 - 2021","2021 - 2021"
729,"The Grace Hopper Program at Fullstack Academy",Certificate,Certificate
236,"The Grace Hopper Program at Fullstack Academy","Computer Software Engineering","Computer Software Engineering"
618,"The Grace Hopper Program at Fullstack Academy","Full Stack Development","Full Stack Development"
391,"The Graduate Center, City University of New York","Doctor of Philosophy - PhD","Computer Science"
3597,"The Harker School",,
2207,"The Hebrew University of Jerusalem","Computer Science","Computer Science"
3918,"The Hebrew University of Jerusalem",M.Sc,"Computer Science"
3917,"The Hebrew University of Jerusalem",PhD,"Computer Science"
4871,"The Heritage School, New Delhi","Senior Secondary Education","Senior Secondary Education"
2357,"The High School Affiliated to Renmin University of China","High School Diploma","High School Diploma"
1847,"The High School Affiliated to Yunnan Normal University",,
2133,"The High School for Math, Science and Engineering","High School",Mathematics
5899,"The High School for Math, Science and Engineering","High School Diploma","High School Diploma"
2486,"The High School for Math, Science, and Engineering","Honors Regents Diploma",Mathematics
6862,"The Hong Kong Polytechnic University","Knowledge Management and Big Data in Business (Online)","Knowledge Management and Big Data in Business (Online)"
5122,"The Hong Kong University of Science and Technology","Electromechanical Engineering","Electromechanical Engineering"
4641,"The Hong Kong University of Science and Technology","Exchange Student","Electronic and Computer Engineering"
997,"The Hong Kong University of Science and Technology","International Summer Exchange Program (ISP)","International Summer Exchange Program (ISP)"
4715,"The Hong Kong University of Science and Technology","Visiting Student","Electrical and Computer Engineering"
5067,"The Indian High School","All India Senior School Certification Examination",Science
2344,"The Indian School, Bahrain","High school","High School"
5059,"The Indiana Academy for Science, Mathematics, and Humanities","High School","High School"
6483,"The Interaction Design Foundation","User Research Methods","Human Computer Interaction"
5734,"The ISM Method","IT Service Management","IT Service Management"
4214,"The Johns Hopkins University","Bachelor of Arts (B.A.)","Computer Science"
578,"The Johns Hopkins University","Bachelor of Arts (B.A.)","Public Health Studies"
2047,"The Johns Hopkins University","Bachelor of Science - BS","Applied Mathematics and Statistics"
1825,"The Johns Hopkins University","Bachelor's degree","Cognitive Science B.A"
1824,"The Johns Hopkins University","Bachelor's degree","Computer Science"
2527,"The Johns Hopkins University","BS Computer Science","BS Computer Science"
5497,"The Johns Hopkins University","Coursera 9 Months Specialization","Data Science"
472,"The Johns Hopkins University","Electrical and Electronics Engineering","Electrical and Electronics Engineering"
4865,"The Johns Hopkins University","Forensic Psychology","Forensic Psychology"
576,"The Johns Hopkins University","Master of Health Science","Environmental Health"
5861,"The Johns Hopkins University","Master of Science","Computer Science"
3132,"The Johns Hopkins University","Master of Science in Engineering","Electrical and Computer Engineering"
2051,"The Johns Hopkins University",Masters,"Computer Science"
6245,"The Johns Hopkins University",MS,Bioinformatics
5530,"The Johns Hopkins University",MS,"Techical Management/Systems Engineering"
7465,"The Johns Hopkins University",MSE,"Computer Science"
1382,"The Juilliard School","Certificate of Completion",Violin
2933,"The Juilliard School",Pre-College,Piano
814,"The King's College","Business Administration and Management",General
5938,"The Knowledge House","Progressive Web Development","Computer Software Engineering"
318,"The Knowledge House","Web Development ","Web Development "
5082,"The Lauder Institute - University of Pennsylvania","Master’s Degree","International Studies"
2781,"The Lawrenceville School","High School","High School"
2932,"The Lawrenceville School","High School Degree","High School Degree"
3418,"The Linux Foundation","LFS201: Essentials of Linux System Administration","Linux Server Administration and Systems Engineer"
2817,"The LNM Institute of Information Technology","Bachelor of Technology (B.Tech.)","Computer Science"
1462,"The LNM Institute of Information Technology","Bachelor of Technology (B.Tech.)","Electronics and Communications Engineering"
78,"The London School of Economics and Political Science (LSE)",Economics,Economics
611,"The London School of Economics and Political Science (LSE)","Economics and International History","Economics and International History"
2018,"The London School of Economics and Political Science (LSE)",Finance,Finance
984,"The London School of Economics and Political Science (LSE)","International Political Economy","International Political Economy"
2440,"The Lucknow Public Collegiate","HSC ","Mathematics and Computer Science"
4787,"The Maharaja Sayajirao University of Baroda","Bachelor of Engineering (BEng)","Computer Science & Engineering"
6404,"The Maharaja Sayajirao University of Baroda",BS,"Computer Science"
3851,"The Meisner Technique Studio","Meisner-Trained Actor","Meisner-Trained Actor"
1837,"The Mother's International School","High School","High School"
945,"The New School","Continuing Education Program","Voice and Opera"
400,"The New School",MFA,Poetry
1728,"The Nightingale-Bamford School","2012 - 2016","2012 - 2016"
5999,"The Ohio State University",B.A.,"Sociology and Political Science"
320,"The Ohio State University","Bacehlor of Science",Architecture
7085,"The Ohio State University","Bachelor of Science - BS","Computer Science Engineering"
2581,"The Ohio State University","Bachelor of Science (B.S.)","Computer Science and Engineering"
6914,"The Ohio State University","Bachelor's degree","Electrical Engineering"
6616,"The Ohio State University","Computer Science","Programming and Databases"
7149,"The Ohio State University","Computer Science Engineering","Computer Science Engineering"
1814,"The Ohio State University","Doctor of Philosophy - PhD","Chemical Engineering"
2920,"The Ohio State University",M.S,"Computer Science and Engineering"
1851,"The Ohio State University",MS,"Computer Science and Engineering"
5409,"The Ohio State University",Ph.D.,"Computer Science"
6852,"The Open University","BSc (Honours)","Computing & IT and Statistics"
2183,"The Open University","Certificate of Higher Education in Computing and Mathematics","Computing and Mathematics"
1678,"The Overlake School","High School","High School"
233,"The Pingry School","2008 - 2012","2008 - 2012"
2669,"The Polytechnic Institute of New York University","Master of Science (MS)","Computer Science"
6418,"The Polytechnic Institute of New York University (formerly Polytechnic University)",Master's,"Information Technologies"
5564,"The Salisbury School, Salisbury, Connecticut",1994,1994
6934,"The Senior Study II","High School","Non Medical/Science"
7238,"The Shishukunj International School","High School",Science
1155,"The Silesian University of Technology","Master’s Degree","Computer Science and Management"
3370,"The Southport School","Senior Certificate","Senior Certificate"
1826,"The Spence School","High School Diploma","High School Diploma"
6032,"The State University of New York","Computer security and Networks","International Cyber Conflicts"
5343,"The State University of New York","Master's degree","Computer Science"
242,"The Taft School","2011 - 2014","2011 - 2014"
4253,"The Tech Academy",Certification,"Game Development"
5336,"The Tech Academy","Software Developer Bootcamp","Software Developer Bootcamp"
557,"The Tech Academy","Software Development","Software Development"
7191,"The Tech Academy","Software Development Bootcamp","Computer Science"
5892,"The Thacher School",,
3875,"The United States Army War College","Digital Credential","Armed Services Vocational Aptitude Battery Exam"
6553,"The United States Naval Postgraduate School",M.S.,"Computer Science"
1384,"The University of Alabama",B.S.,"Management Information Systems"
3197,"The University of Alabama in Huntsville","Bachelor of Science",Math
2360,"The University of Alabama in Huntsville","Bachelor of Science (B.S.)","Electrical Engineering"
2359,"The University of Alabama in Huntsville","Master's degree","Electrical Engineering"
7155,"The University of Auckland","Bachelor of Engineering with First Class Honours (B.E. Hons)","Software Engineering"
5555,"The University of British Columbia","Bachelor of Commerce",Finance
6345,"The University of British Columbia","Bachelor of Science","Combined Honours of Computer Science and Mathematics"
2095,"The University of British Columbia","Bachelor of Science (B.Sc.)","Computer Science"
7114,"The University of British Columbia","Bachelor's degree",Mathematics
4315,"The University of British Columbia",Cerificate,"Multimedia Studies"
3772,"The University of British Columbia",MSc,"Computer Science"
3771,"The University of British Columbia",PhD,"Computer Science"
6371,"The University of Chicago Booth School of Business","Executive Education Coursework","Executive Education Coursework"
1997,"The University of Chicago Booth School of Business","Master of Business Administration - MBA","Chicago Booth Scholars"
6831,"The University of Chicago Booth School of Business",MBA,Marketing
5234,"The University of Chicago Booth School of Business",MBA,"Marketing and Strategic Management"
6762,"The University of Chicago Booth School of Business",MBA,"Organizational Behavior"
1158,"The University of Dallas","Master of Business Administration (MBA)","International Business"
3983,"The University of Edinburgh","Computer Science","Computer Science"
3815,"The University of Edinburgh","Hon. BA","English & Philosophy"
506,"The University of Edinburgh",Informatics,Informatics
3029,"The University of Edinburgh","Semester Abroad","Semester Abroad"
942,"The University of Edinburgh","Visiting Student",Music
4430,"The University of Georgia","Bachelor of Science - BS","Computer Science"
6985,"The University of Georgia","Bachelor of Science (B.S.)","Computer Science"
4429,"The University of Georgia","Master of Science - MS","Computer Science"
1849,"The University of Hong Kong","Bachelor’s Degree","Mathematics and Statistics"
4754,"The University of Hong Kong","Exchange Student","Faculty of Engineering"
1518,"The University of Kansas",Psychology,Psychology
1359,"The University of Lahore","Bachelor's degree",General
3737,"The University of Manchester","Bachelor of Science (BSc)","Computer Science"
3080,"The University of Manchester","Bachelor's degree",Economics
6537,"The University of Memphis","Master of Business Administration - MBA",General
4256,"The University of New Mexico",MS,"Computer Science"
5319,"The University of Nottingham Ningbo China","Computer Science","Computer Science"
3369,"The University of Queensland","Bachelor of Science (BSc)","Zoology/Animal Biology"
4813,"The University of Queensland","Universitas 21 Summer School","Climate Change and Adaptations"
5518,"The University of Salford","Digital and Social Media Marketing","Digital Transformation"
5474,"The University of Sheffield","2.1 Hons",Philosophy
6592,"The University of South Florida at Tampa","Bachelor of Business Administration (BBA)",Psychology
6534,"The University of Tennessee at Chattanooga",BS,"Applied Mathematics"
7319,"The University of Texas at Arlington",Bachelor,"Computer Science and Engineering"
6599,"The University of Texas at Arlington",M.S.,"Computer Science"
2632,"The University of Texas at Arlington","Master of Science - MS","Computer Science"
7382,"The University of Texas at Arlington","Master’s Degree","Computer Science"
3347,"The University of Texas at Austin",,
6554,"The University of Texas at Austin","1984 - 1988","1984 - 1988"
4823,"The University of Texas at Austin","Bachelor of Arts - BA","African and African Diaspora Studies - Departmental Honors"
219,"The University of Texas at Austin","Bachelor of Science - BS","Major in Electrical and Computer Engineering"
509,"The University of Texas at Austin","Bachelor of Science - BS",Mathematics
1910,"The University of Texas at Austin","Bachelor of Science (B.S.)","Computer Science"
5818,"The University of Texas at Austin","Bachelor of Science (BS)","Computer Science"
4822,"The University of Texas at Austin","Bachelor of Science and Arts Degree - BSA","Computer Science"
1897,"The University of Texas at Austin","Bachelor’s Degree","Art and Entertainment Technologies"
5119,"The University of Texas at Austin",BS,"Computational Mathematics"
6543,"The University of Texas at Austin",BSEE,"Computer engineering"
2644,"The University of Texas at Austin","Computer Science","Computer Science"
3602,"The University of Texas at Austin","Doctor of Philosophy (PhD)","Computer architecture"
5214,"The University of Texas at Austin","Embedded Systems",MOOC
3247,"The University of Texas at Austin",M.A,"Computer Science"
4321,"The University of Texas at Austin","Master of Science (MS)","Biomedical/Medical Engineering"
2069,"The University of Texas at Austin","Master of Science (MS)","Computer Science"
7317,"The University of Texas at Austin",Master's,"Software Engineering"
4484,"The University of Texas at Austin","Master's degree","Electrical and Computer Enginnering"
4912,"The University of Texas at Austin","Master's degree","Information Technology"
1918,"The University of Texas at Austin",Mathematics,Mathematics
4320,"The University of Texas at Austin","MS Eng","Electrical Engineering/Biomedical"
3246,"The University of Texas at Austin",Ph.D,"Computer Science"
4932,"The University of Texas at Austin",PhD,"Computer Engineering"
4872,"The University of Texas at Austin",PhD,"Computer Science"
6552,"The University of Texas at Austin",PhD,"Software Design and Analysis"
914,"The University of Texas at Austin","Visiting Doctoral Researcher (Non-Degree)","Intelligent Transportation"
2070,"The University of Texas at Austin - The College of Natural Sciences","Bachelor of Science (BS)","Turing Scholars Honors"
4181,"The University of Texas at Dallas","2001 - 2003","2001 - 2003"
2315,"The University of Texas at Dallas","Bachelor of Science - BS","Computer Science"
5174,"The University of Texas at Dallas","Bachelor of Science - BS","Computer Science - Mathematics minor"
2863,"The University of Texas at Dallas","Bachelor's degree","Software Engineering"
6578,"The University of Texas at Dallas","Master of Business Administration - MBA","Management Information Systems"
6584,"The University of Texas at Dallas","Master of Science - MS ","Master of Administration of Science"
3707,"The University of Texas at Dallas","Master of Science (MS)","Computer Science"
7283,"The University of Texas at Dallas",Master's,"Computer Science"
388,"The University of Texas at Dallas","Master's Degree","Computer Science"
1976,"The University of Texas at Dallas",MS,"Computer Science"
7371,"The University of Texas at El Paso",BS,"Computer Science"
7267,"The University of Texas at El Paso",MS,"Computer Science"
2659,"The University of Texas at San Antonio","Master's degree","Computer Science"
6151,"The University of the South","Bachelor of Science - BS","Computer Science"
4478,"The University of Tokyo","Bachelor of Engineering","Information Science and Applied Physics"
6936,"The University of Tulsa","Bachelor of Engineering (B.E.)","Petroleum Engineering"
6935,"The University of Tulsa","Master of Science (M.S.)","Bioinformatics "
1957,"The University of Western Australia","2018 - 2018","2018 - 2018"
1229,"The University of Western Australia","Bachelor of Computer Science and Mathematics (BCM)","Information Technology Systems."
7395,"The University of Western Australia","Bachelor of Engineering (B.E.) / Commerce","Managerial Accounting"
1800,"The Webb Schools",,
496,"The Wharton School","Bachelor of Science - BS","Minor in East Asian Languages & Civilizations"
5568,"The Wharton School",BSE,Economics
5752,"The Wharton School",EAP,Entrepreneurship
3972,"The Wharton School","Master of Business Administration - MBA","Master of Business Administration - MBA"
5081,"The Wharton School","Master of Business Administration (M.B.A.)",Strategy
5260,"The Wharton School",MSE,"Business and Technology"
5997,"The Wharton School",Post-baccalaureate,"Accounting and Finance"
3452,"The Wheeler School",1997,1997
7073,"Thiagarajar College of Engineering",B.E.,"Electronics and Communication Engineering"
4627,"Thiagarajar College of Engineering",BE,"Electronics and Communication"
3087,Thinkful,Certificate,"Software Engineering"
1056,Thinkful,"Front End Web Development","Software Development"
6639,Thinkful,"Post Graduate Certification - Distinguished","Data Science"
3152,"Thinkful Engineering Immersion","Certificate in Software Engineering","Computer Science"
567,"Thomas A Edison Career And Technical High School",,
903,"Thomas Edison State University","Associate of Science (A.S.)","Electrical and Electronics Engineering"
6336,"Thomas Edison State University","Associate’s Degree","Liberal Arts/Music"
6335,"Thomas Edison State University","Bachelor's Degree","Humanities/Humanistic Studies"
6353,"Thomas Edison Tech.","Electrical and Electronics Technology Diploma","Electrical and Electronics Engineering; Rotating Machinery"
211,"Thomas J. Watson College of Engineering and Applied Science, Binghamton University","Bachelor of Science","Computer Science and Mathematics"
6482,"Thomas J. Watson College of Engineering and Applied Science, Binghamton University","Master of Science - MS","Computer Science"
1483,"Thomas Jefferson High School","Jun 1975","Jun 1975"
2517,"Thomas Jefferson High School for Science and Technology","Advanced Studies Diploma","Web/Mobile App Development Senior Research"
2020,"Thomas Jefferson High School for Science and Technology","High School Diploma","High School Diploma"
2321,"Thomas Jefferson High School for Science and Technology","Sep 2011 - Jun 2015","Sep 2011 - Jun 2015"
475,"Thomas Jefferson University","Bachelor of Science","Minor: Fashion Merchandising"
88,"Thomas R. Proctor High School","Advanced Regents Diploma with Mastery in Math and Science","Advanced Regents Diploma with Mastery in Math and Science"
6415,"Thomson Reuters","Financial & Risk Training","Financial & Risk Training"
1659,"Tianjin Normal University","Bachelor's degree","Computer Science and Technology"
3631,"Tianjin University","Bachelor of Engineering - BE","Measuring and Control Technology and Instruments"
2094,"Tianjin University","Bachelor of Management (BM) / Bachelor of Science (BS)","Engineering Management/Structural Engineering"
5850,"Tianjin University","Bachelor's Degree","Software Engineering"
3205,"Tianjin University of Science & Technology","Bachelor of Science (BS)","Computer Science"
4634,"Tianjin Yaohua High School","High School Diploma","High School Diploma"
4915,"tiny tots high school",10th,10th
6276,"Tirumala Engineering College","Bachelor of Technology (B.Tech.)","Computer Science and Engineering"
6076,"Tokyo Polytechnic University","Bachelor’s Degree","Image Information Engineering"
6075,"Tokyo Polytechnic University","Master's Degree","Image Information Engineering"
778,"Tomsk Polytechnic University","Engineer's degree","Computer Science"
777,"Tomsk Polytechnic University","Engineer's degree","Computer Software Engineering"
891,"Tongji University","Bachelor of Engineering (BE)","Civil Engineering"
6144,"Tongji University","Bachelor's degree","Electronic Science and Technology"
2046,"Toot Hill Bingham","2002 - 2009","2002 - 2009"
4180,"Torrey Pines High School, San Diego, CA","2005 - 2009","2005 - 2009"
4963,"Tottenville High School","1993 - 1997","1993 - 1997"
1057,"Tottenville High School",Diploma,"NYS High School Diploma"
5101,"Touro College","Bachelor of Science (BS)","Computer Information Systems"
27,"Touro College","Bachelor's degree",General
96,"Touro College","Bachelor’s Degree","Computer Science"
548,"Touro University","Bachelor of Science (B.S.)",Finance
1484,"Touro University","Bachelor's Degree","Data Communications / Computer Science"
1306,"Touro University","Bachelor's degree","Political Science "
1796,"Touro University","Digital Media Arts","Digital Media Arts"
142,"Townsend Harris High School","2011 - 2015","2011 - 2015"
64,"Townsend Harris High School","High School","High School"
719,"Towson University","Bachelor of Science",Geography
7277,"Towson University","Bachelor of Science - BS","Computer Science"
437,"Toyo Gaigo Gakuen Japanese Language School","Japanese Language","Japanese Language"
5941,"Trailhead by Salesforce",PepUpTech,"Salesforce Administrator Academy"
3121,"Training Course: Autonomy Essentials","Automated document categorization using Bayesian inference","Automated document categorization using Bayesian inference"
3119,"Training Course: AWS Certified Cloud Practitioner (CLF-C01)","2021 - 2021","2021 - 2021"
3120,"Training Course: Developing Microsoft Azure Solutions ","2017 - 2017","2017 - 2017"
1144,"Transit Tech High School","2000 - 2004","2000 - 2004"
6536,"Travis High School, Austin, TX",,
4988,Treehouse,"Swift Programming","Swift Programming"
6525,"Trinity College Dublin","BAI MA MSc","Computer Science"
7347,"Trinity College of Engg & Research,Pune",B.E,"Computer engineering"
658,"Trinity College-Hartford","Bachelor's degree","Religion/Religious Studies"
1406,"Trinity International University",BA,"Computer Science"
6091,"Trinity University, Dr. Mark Lewis","Scala / Scala FX / Spark Programming","Scala / Scala FX / Spark Programming"
4243,"Troy High School","High School Diploma",IT
2449,"Troy University","Bachelor of Science (B.S.)","Computer Science"
3797,"Tsing Hua International School ","High School ","High School "
6515,"Tsinghua University",,
3941,"Tsinghua University",B.S.,"Computer Science"
4638,"Tsinghua University",Bachelor,"Electronic Engineering"
5863,"Tsinghua University","Bachelor of Engineering (B.E.)","Computer Software"
2829,"Tsinghua University","Bachelor of Engineering (B.E.)","Electrical and Electronics Engineering"
5031,"Tsinghua University","Bachelor of Science (B.S.)","Computer Science"
3716,"Tsinghua University","Bachelor of Science (B.S.)","Electrical Engineering"
3086,"Tsinghua University","Bachelor of Science (BS)","Computer Science"
3609,"Tsinghua University","Bachelor's degree",Engineering
417,"Tsinghua University","Bachelor’s Degree","Computer Software"
6015,"Tsinghua University",Diploma,"MBA (International business & finance)"
1459,"Tsinghua University","Doctor of Philosophy (Ph.D.)","Biochemistry and Molecular Biology"
2828,"Tsinghua University","Master of Science (M.S.)","Electrical and Electronics Engineering"
3715,"Tsinghua University","Master of Science (M.S.)","Electrical Engineering"
2337,"Tsinghua University","Master's degree","Electronics and Communications Engineering"
2163,"Tsinghua University","Master’s Degree","Electrical and Electronics Engineering"
416,"Tsinghua University","Second Bachelor's degree","Digital Entertainment Design"
5912,"Tsinghua University","Study Abroad","Chinese Language and Culture"
2325,"Tufts University","2018 - 2019","2018 - 2019"
3020,"Tufts University","Bachelor of Engineering - BE & Bachelor of Arts & Sciences","Computer Science Major; Econmics Minor"
2138,"Tufts University","Bachelor of Engineering (B.E.)","Mathematics and Computer Science"
244,"Tufts University","Bachelor of Science - BS","Computer Science"
3014,"Tufts University","Bachelor of Science (BS)","Computer Science Engineering"
3038,"Tufts University","Bachelor's degree","Political Science and History; Minor in Computer Science"
716,"Tufts University",BS,"Clinical Psychology"
2457,"Tufts University","Computer Science","Computer Science"
3327,"Tufts University","Master's Degree","Biomedical Sciences"
3266,"Tulane University","Electrical Engineering","Electrical Engineering"
5257,"Turkish Naval Academy ","Control Systems - EE","Control Systems - EE"
1835,"Turner Fenton Secondary School","International Baccalaureate Diploma","International Baccalaureate Diploma"
1385,"Tuskegee University","Computer Science","Computer Science"
1048,"U. of Wisconsin-Madison","Master of Arts (M.A.)",Mathematics
993,"U.E. Colegio Guayamuri","High School Diploma",Science
6788,"U.S. Air Force Institute of Technology","eMasters in Defense","Strategy and Security Studies"
4292,"U.S. Navy Data Systems","Data System Technician & Basic Electronics","Data System Technician & Basic Electronics"
522,"UC Berkeley Extension","Full Stack Web Development","Full Stack Web Development"
4123,"UC Berkeley Extension",N/A,"One course in Organization and Management; one course Management of Human Resources"
3589,"UC Irvine","Bachelor of Science - BS","Bachelor of Science - BS"
7160,"UC Irvine","Bachelor of Science - BS","Computer Science"
7400,"UC Irvine","Bachelor of Science (BS)","Computer Science and Engineering"
2073,"UC Irvine",Biology,Biology
3769,"UC Irvine",BS,"Computer Engineering"
5437,"UC Irvine",BS,"Computer Science"
7141,"UC Irvine","Computer Science (ICS)","Computer Science (ICS)"
3501,"UC Irvine","Data Science Certification","Data science"
3544,"UC Irvine","Doctor of Philosophy (PhD)",Chemistry
5103,"UC Irvine",M.S.,"Computer Vision and Virtual Reality"
1502,"UC Irvine",Marketing,"Corporate Finance"
3462,"UC Irvine","Master's degree","Civil Engineering"
3893,"UC Irvine","Master's degree","Computer Science"
4023,"UC Irvine",MS,"Computer Science"
3751,"UC Irvine",Ph.D.,"Computer System and Software"
4043,"UC San Diego",B.S.,"Computer Science"
6714,"UC San Diego","Bachelor of Arts (B.A.)",Mathematics
5921,"UC San Diego","Bachelor of Science - BS","Cognitive Science specialized in Machine Learning and Neural Computation (B.S.)"
7311,"UC San Diego","Bachelor of Science - BS","Computer Engineering"
3541,"UC San Diego","Bachelor of Science - BS","Computer Science"
6961,"UC San Diego","Bachelor of Science (BS)","Computer Science"
1839,"UC San Diego","Bachelor's degree","Cognitive Science"
5891,"UC San Diego","Bachelor's degree",Economics
987,"UC San Diego","Bachelor's degree","Visual Arts"
3832,"UC San Diego",BS,"Computer Science"
5625,"UC San Diego","Computer Graphics","Computer Science"
4215,"UC San Diego","Computer Science","Computer Science"
5039,"UC San Diego","Doctor of Philosophy (PhD)","Computer Science"
171,"UC San Diego","Master of Science - MS","Computer Science"
4177,"UC San Diego","Master of Science - MS","Computer Science and Engineering"
2478,"UC San Diego","Master’s Degree","Computer Science"
7179,"UC San Diego","MS Computer Science","Machine Learning"
7330,"UC San Diego","Specialized Certificate","Specialized Certificate in C# programming"
4175,"UC San Diego Jacobs School of Engineering","Bachelor of Science - BS","Computer Science"
1199,"UC San Diego Jacobs School of Engineering","Master of Science (M.S.)","Computer Science"
501,"UC Santa Barbara","Bachelor of Arts (BA)","Communication Studies"
3675,"UC Santa Barbara","Bachelor of Science - BS","Computer Science"
2074,"UC Santa Barbara","Bachelor of Science (B.S.)","Computer Science"
3492,"UC Santa Barbara","Bachelor’s Degree","Computer Science"
7091,"UC Santa Barbara","Combined Bachelors and Masters Degree","Computer Science"
3651,"UC Santa Barbara","Doctor of Philosophy (Ph.D.)","Computer Science"
4562,"UC Santa Barbara","Master's degree","Computer Engineering"
3491,"UC Santa Barbara","Master’s Degree","Computer Science"
3901,"UC Santa Barbara",MS,"Computer Science"
4561,"UC Santa Barbara",PhD,"Computer Engineering"
6675,"uCertify / Protrain",Certificate,"Responsive Design"
526,UCL,Affiliate,"Philosophy & Economics"
2738,UCL,"Computer Science","Computer Science"
6380,"UCLA Anderson School of Management","Leadership Education and Development Program (LEAD)",Business
6500,"UCLA Extension","Oracle 10G Database Certification Program","Oracle 10G Database Certification Program"
2028,"UConn School of Engineering","Bachelor of Science","Computer Science"
3673,"UCSC Silicon Valley Extension",Certificate,Certificate
3867,"UCSC Silicon Valley Extension",Certificate,"Computer Systems Networking and Telecommunications"
3617,"UCSC Silicon Valley Extension","Certificate program","Internet programming and development"
3733,"UCSC Silicon Valley Extension",Course,"Machine Learning and Data Mining"
3687,"UCSC Silicon Valley Extension","Linux Device Drivers","and System programming "
3740,"UCSC Silicon Valley Extension","Molecular Biology","Introduction Course"
4124,"UCSC Silicon Valley Extension","N/A ",Introduction
3828,"UCSC Silicon Valley Extension","Technical Writing Certification","Technical Writing Certification"
5325,UCSI,Exchange,Exchange
1596,Udacity,"Android Developer Nanodegree","Android Application Development"
5840,Udacity,"Android Development",Android
5804,Udacity,"Certificate of Completion","Full Stack Developer"
1196,Udacity,"Certificate of Completion","Introduction to Self-Driving Cars"
5783,Udacity,"Computer Software Engineering","Full Stack Web Developer & Technologies Nanodegrees"
2793,Udacity,"Deep Learning Nanodegree","Artificial Intelligence"
6620,Udacity,"Front-End Developer Nanodegree","Computer Science"
5327,Udacity,"Front-end Web Developer Nanodegree","Computer Science"
2794,Udacity,"Front-End Web Developer Nanodegree","Front-End Web Developer Nanodegree"
6622,Udacity,"Front-End Web Developer Nanodegree","Website Development"
1474,Udacity,"Front-End Web Development","Front-End Web Development"
906,Udacity,"Full Stack Web Development Nanodegree","Full Stack Web Development Nanodegree"
201,Udacity,"Google Challenge Scholarship","Mobile Web Specialist Track"
3802,Udacity,"Grow with Google Developer Scholarship","Computer Programming"
4004,Udacity,"HTML5 Game Development","Computer Software Engineering"
4247,Udacity,"Independent Study","Computer Science"
5623,Udacity,"Intro to Artificial Intelligence","Computer Science"
5855,Udacity,"iOS Developer Nanodegree","iOS Developer Nanodegree"
5906,Udacity,"iOS Nanodegree","Mobile Development"
6618,Udacity,"Java Web Developer Nanodegree","Java Web Developer Nanodegree"
962,Udacity,"Mobile Web Specialist Nanodegree","Mobile Web Specialist Nanodegree"
7355,Udacity,"Nano Degree","Android Developer"
107,Udacity,Nanodegree,"Artificial Intelligence"
1496,Udacity,Nanodegree,"Cloud Computing"
5929,Udacity,Nanodegree,"Cloud Developer"
746,Udacity,Nanodegree,"Full-Stack Web Development"
4769,Udacity,Nanodegree,"Hybrid Cloud Engineering"
4985,Udacity,Nanodegree,"iOS Development"
7443,Udacity,Nanodegree,"Machine Learning Engineer"
5065,Udacity,Nanodegree,"Machine Learning Engineer with Microsoft Azure"
1495,Udacity,Nanodegree,"Nutanix Hybrid Cloud"
327,Udacity,Nanodegree,"User Experience Design"
5677,Udacity,"Nanodegree ","AI Product manager"
4003,Udacity,"Nanodegree in Android Development","Android Development"
6619,Udacity,"React Nanodegree Program","Computer Science"
963,Udacity,"React.js Nanodegree","React.js Nanodegree"
5781,Udemy,"Internet Applications Programming",General
4735,Udemy,"Javascript Algorithms and Data Structures","Javascript Algorithms and Data Structures"
6038,"Udemy Academy","Cyber security ","Cyber Security"
6035,"Udemy Academy","Master of Computer Applications - MCA","Computer/Information Technology Administration and Management"
6593,"Udemy Alumni",Associate,"AWS Certified Developer"
4734,"Udemy Alumni","Certificate of Completion","Microsoft SQL A to Z"
4733,"Udemy Alumni","Certificate of Completion","The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert"
3398,"Udemy Alumni","Tableau and Business Analytics","Tableau and Business Analytics"
6551,"Udemy Alumni","Training Courses","Data Modeling/Warehousing and Database Administration"
958,"UF Herbert Wertheim College of Engineering","Bachelor of Science - BS","Computer Science Engineering"
3949,"Ukrainian Physics and Mathematics Lyceum of Kiev University","High School Diploma","Applied Mathematics"
