id,skill,category
422,SEO,"Industry Knowledge"
3960,"Septic Systems","Other Skills"
116,Sequelize,"Tools & Technologies"
1319,"Sequelize ","Tools & Technologies"
348,Sequelize.js,"Tools & Technologies"
4623,"Sequence Analysis","Other Skills"
4622,Sequencing,"Other Skills"
5313,"Servant Leadership","Other Skills"
4768,"Server 2000-2008","Tools & Technologies"
5376,"Server 2012","Tools & Technologies"
3133,"Server Administration","Industry Knowledge"
4540,"Server Architecture","Other Skills"
4537,"Server Consolidation","Other Skills"
1970,"Server Management","Other Skills"
4160,"Server Migration","Other Skills"
1056,"Server Side","Other Skills"
3726,"Server Side Programming","Other Skills"
3357,Serverless,"Other Skills"
1668,"Serverless Computing","Other Skills"
630,Servers,"Tools & Technologies"
2694,"Service Delivery","Industry Knowledge"
2700,"Service Delivery Management","Other Skills"
5646,"Service Design","Other Skills"
4163,"Service Desk Management","Other Skills"
1283,"Service Learning","Other Skills"
3563,"Service Oriented Architecture Design","Other Skills"
5309,"Service Oriented Architecture SOA","Industry Knowledge"
5301,"Service-Level Agreements (SLA)","Industry Knowledge"
788,"Service-Oriented Architecture (SOA)","Industry Knowledge"
3757,ServiceMix,"Other Skills"
1122,ServiceNow,"Other Skills"
6430,"ServiceNow Administration","Other Skills"
4289,"Servicio de atención al cliente","Interpersonal Skills"
4258,"Servicios web","Industry Knowledge"
4268,"Servicios web de RESTful","Tools & Technologies"
371,Servlets,"Tools & Technologies"
5210,"Session Initiation Protocol (SIP)","Industry Knowledge"
3972,"Set Design","Other Skills"
3625,"Set Theory","Other Skills"
6427,SGML,"Other Skills"
1962,Shaders,"Other Skills"
1621,"Shared Memory","Other Skills"
1090,SharePoint,"Tools & Technologies"
4709,"SharePoint 2013","Tools & Technologies"
4095,"SharePoint Administration","Other Skills"
5415,"SharePoint Architecture","Tools & Technologies"
5417,"SharePoint branding","Tools & Technologies"
2486,"SharePoint Designer","Other Skills"
2409,"Sharepoint Developer","Tools & Technologies"
5416,"SharePoint Development","Tools & Technologies"
5173,"SharePoint Online","Tools & Technologies"
4348,"Sharepoint Online ","Tools & Technologies"
3026,"SharePoint Server","Other Skills"
3217,Sharks,"Other Skills"
247,"Shell Scripting","Industry Knowledge"
5235,Shiny,"Tools & Technologies"
2952,Shipping,"Industry Knowledge"
1335,Shopify,"Tools & Technologies"
686,"Shopping Cart","Other Skills"
5823,"Short Films","Industry Knowledge"
3676,"Shotokan Karate","Other Skills"
5130,Showers,"Other Skills"
1333,Sibelius,"Other Skills"
6155,Siebel,"Tools & Technologies"
3057,"Siemens NX","Tools & Technologies"
1492,"Sight Reading","Other Skills"
2431,sigma,"Industry Knowledge"
2909,"Signal Processing","Industry Knowledge"
2719,"Signal Transfer Point (STP)","Other Skills"
4941,"Signaling System 7 (SS7)","Industry Knowledge"
577,SignalR,"Other Skills"
5125,"Signals Intelligence","Other Skills"
1531,Silverlight,"Other Skills"
2911,SIMD,"Other Skills"
2027,"Simple Mail Transfer Protocol (SMTP)","Other Skills"
5587,"Simulação numérica","Other Skills"
3236,Simulation,"Industry Knowledge"
1900,Simulations,"Industry Knowledge"
1726,Simulink,"Tools & Technologies"
276,Sinatra,"Other Skills"
1347,Singing,"Industry Knowledge"
645,"Single Page Applications","Other Skills"
1972,"Single Sign-On (SSO)","Other Skills"
3691,SIP,"Industry Knowledge"
4305,"Sistema de gestión de contenidos","Tools & Technologies"
3962,"Site Development","Other Skills"
2567,"Site Inspections","Other Skills"
4764,"Site Planning","Industry Knowledge"
3189,"Site Reliability Engineering","Other Skills"
2355,Sitecore,"Other Skills"
5293,"Sitecore CMS","Other Skills"
691,"Six Sigma","Industry Knowledge"
3446,Skateboarding,"Other Skills"
1712,Sketch,"Other Skills"
937,"Sketch App","Other Skills"
5878,Sketching,"Industry Knowledge"
1801,SketchUp,"Tools & Technologies"
5423,Ski,"Other Skills"
5425,Skiing,"Other Skills"
17,"Skilled Multi-tasker","Interpersonal Skills"
2427,sklearn,"Other Skills"
6378,Skydiving,"Other Skills"
1442,Skype,"Other Skills"
5177,"Skype for Business","Other Skills"
1316,Slack,"Tools & Technologies"
3121,SLAM,"Other Skills"
2828,Slang,"Other Skills"
3134,"Sleep Deprivation","Other Skills"
3828,SlickEdit,"Other Skills"
3895,"Small Business","Industry Knowledge"
5152,"Small Business Financial Management","Other Skills"
5153,"Small Business Marketing","Other Skills"
3927,Smalltalk,"Other Skills"
4090,"Smart Cards","Other Skills"
6168,"Smart Client Development","Other Skills"
2762,"Smart Contracts","Tools & Technologies"
3322,"Smart Grid","Industry Knowledge"
2521,"Smart Order Routing","Industry Knowledge"
1856,Smartforms,"Other Skills"
1729,Smartsheet,"Other Skills"
3583,Smarty,"Other Skills"
3553,SMB,"Other Skills"
5600,"SME Banking","Other Skills"
5602,"SME management","Other Skills"
179,SML,"Other Skills"
2618,"Smoke Testing","Other Skills"
4719,SnagIt,"Other Skills"
4755,SNG,"Other Skills"
2074,SNMP,"Other Skills"
3403,Snort,"Other Skills"
1984,Snowflake,"Other Skills"
5551,"Snowflake Cloud","Tools & Technologies"
4241,"Snowflake data warehouse ","Tools & Technologies"
787,SOA,"Industry Knowledge"
952,"SOA BPEL","Other Skills"
1647,SOAP,"Tools & Technologies"
2168,SoapUI,"Tools & Technologies"
4330,SoC,"Industry Knowledge"
3311,Soccer,"Industry Knowledge"
2312,"Social Computing","Other Skills"
5660,"Social Entrepreneurship","Industry Knowledge"
4728,"Social Games","Other Skills"
5426,"Social Impact","Other Skills"
5849,"Social Inclusion","Other Skills"
2,"Social Media","Industry Knowledge"
3571,"social media analytics","Industry Knowledge"
4810,"Social Media Design","Other Skills"
679,"Social Media Evangelist","Other Skills"
98,"Social Media Marketing","Industry Knowledge"
2324,"Social Media Optimization (SMO)","Industry Knowledge"
2352,"Social Media Outreach","Other Skills"
3415,"Social Network Analysis","Other Skills"
434,"Social Networking","Other Skills"
4400,"Social Search","Other Skills"
3495,"Social Services","Industry Knowledge"
4973,"Social Skills","Interpersonal Skills"
5063,"Social TV","Other Skills"
4985,"Social Web","Other Skills"
3281,"Social Work","Other Skills"
6130,Sociology,"Industry Knowledge"
1215,"Socket Programming","Other Skills"
128,Socket.io,"Other Skills"
6379,Sockets,"Other Skills"
5102,"Soft Computing","Other Skills"
3611,"Soft Skills","Interpersonal Skills"
1352,Software,"Industry Knowledge"
6259,"Software Acquisition","Other Skills"
2165,"Software Analysis","Other Skills"
5401,"Software Architect","Industry Knowledge"
2466,"Software Architectural Design","Other Skills"
296,"Software Architecture","Industry Knowledge"
5617,"Software as a Service","Tools & Technologies"
477,"Software as a Service (SaaS)","Tools & Technologies"
2188,"Software Asset Management","Other Skills"
3271,"Software Coding","Other Skills"
1688,"Software Configuration Management","Other Skills"
4635,"Software Consulting","Other Skills"
2110,"Software Defined Networking","Other Skills"
1658,"Software Deployment","Other Skills"
152,"Software Design","Industry Knowledge"
216,"Software Design Patterns","Other Skills"
1614,"Software Developer","Industry Knowledge"
129,"Software Development","Industry Knowledge"
3132,"Software Development ","Industry Knowledge"
3042,"Software Development Life Cycle","Industry Knowledge"
39,"Software Development Life Cycle (SDLC)","Industry Knowledge"
2467,"Software Development Methodologies","Other Skills"
6013,"Software Development Tools","Other Skills"
1162,"Software Documentation","Industry Knowledge"
151,"Software Engineering","Industry Knowledge"
1112,"Software Engineering Practices","Other Skills"
1019,"Software Engineers","Industry Knowledge"
4636,"Software Factories","Other Skills"
2272,"Software Implementation","Industry Knowledge"
3499,"Software Industry","Industry Knowledge"
1976,"Software Installation","Industry Knowledge"
4990,"Software Licensing","Other Skills"
2637,"Software Patents","Other Skills"
4780,"Software Product Development","Industry Knowledge"
2997,"Software Product Management","Other Skills"
333,"Software Project Management","Industry Knowledge"
1049,"Software Projects","Other Skills"
2311,"Software Prototyping","Other Skills"
704,"Software Quality Assurance","Industry Knowledge"
2651,"Software Requirements","Other Skills"
5052,"Software Sales","Other Skills"
4186,"Software Sales Management","Other Skills"
5039,"Software Security","Industry Knowledge"
5037,"Software Solution Architecture","Other Skills"
5882,"Software System Analysis","Other Skills"
5671,"Software Systems Engineering","Other Skills"
1199,"Software Testing","Industry Knowledge"
4967,"Software Testing Life Cycle","Other Skills"
3500,"Software Testing Life Cycle (STLC)","Other Skills"
2384,"software troubleshooting","Other Skills"
2198,"Software Validation","Other Skills"
4436,"Software Verification","Other Skills"
5135,"Software-defined networking","Other Skills"
3658,Softwareentwicklung,"Industry Knowledge"
5958,Solace,"Other Skills"
2362,"Solar Energy","Industry Knowledge"
2372,"Solar Power","Other Skills"
4873,"Solar PV","Other Skills"
4875,"Solar Thermal","Other Skills"
2190,Solaris,"Tools & Technologies"
206,Soldering,"Industry Knowledge"
1440,"Soldering Iron","Other Skills"
3868,"SOLID Design Principles","Other Skills"
1778,"Solid Edge","Tools & Technologies"
3456,"Solid Mechanics","Other Skills"
2119,"SOLID Principles","Other Skills"
2642,Solidity,"Tools & Technologies"
1291,SolidWorks,"Tools & Technologies"
761,Solr,"Other Skills"
5329,"Solución de problemas","Industry Knowledge"
810,"Solution Architecture","Industry Knowledge"
5352,"Solution Design","Other Skills"
3760,"Solution Focused","Other Skills"
4415,"Solution Implementation","Other Skills"
4128,"Solution Selling","Industry Knowledge"
5400,"Solutions Architect","Industry Knowledge"
6248,"Solutions Architecture","Industry Knowledge"
4227,"Solutions Marketing","Other Skills"
4868,Solver,"Other Skills"
4463,Sonar,"Other Skills"
2121,Sonarqube,"Other Skills"
1033,Songwriting,"Industry Knowledge"
2672,SonicWALL,"Other Skills"
961,"Sony Vegas","Other Skills"
960,"Sony Vegas Pro","Other Skills"
1906,"Sony Vegas Video","Other Skills"
2084,SOQL,"Other Skills"
4388,SOS,"Other Skills"
4746,Sound,"Industry Knowledge"
713,"Sound Design","Industry Knowledge"
3697,"Sound Editing","Industry Knowledge"
1337,"Sound Mixing","Industry Knowledge"
4335,"Source Depot","Other Skills"
2462,"Source Tree","Other Skills"
939,SourceTree,"Other Skills"
6186,Sourcing,"Interpersonal Skills"
6466,SPA,"Industry Knowledge"
300,Spanish,Languages
5033,"Spanish fluency",Languages
6397,"Spanish Proficiency",Languages
197,"Spanish Teaching","Other Skills"
3838,"Spanish to English","Industry Knowledge"
3222,"Spanish Translation","Other Skills"
6137,SPARC,"Other Skills"
762,Spark,"Other Skills"
5968,"Spark ","Other Skills"
5160,"Spark SQL","Other Skills"
6323,SparkSQL,"Other Skills"
441,SPARQL,"Other Skills"
2987,"Spatial Analysis","Industry Knowledge"
2991,"Spatial Data Management","Other Skills"
4826,"Spatial Databases","Other Skills"
2033,Specflow,"Tools & Technologies"
2824,"Special Education","Industry Knowledge"
6128,"Special Operations","Industry Knowledge"
3244,"Spectrum Analyzer","Other Skills"
3041,"Speech Recognition","Other Skills"
4059,"Speech Writing","Industry Knowledge"
4352,SPFX,"Tools & Technologies"
5522,Sphinx,"Other Skills"
2338,SPI,"Other Skills"
2684,SPICE,"Other Skills"
3582,Spinnaker,"Tools & Technologies"
1751,Splunk,"Other Skills"
1006,Sports,"Industry Knowledge"
3124,"Sports Broadcasting","Other Skills"
5767,"Sports Coaching","Interpersonal Skills"
1904,"Sports Management","Industry Knowledge"
1195,"Sports Marketing","Industry Knowledge"
4931,Spotlight,"Other Skills"
1142,Spreadsheets,"Industry Knowledge"
41,Spring,"Tools & Technologies"
6326,"Spring ","Tools & Technologies"
2131,"Spring Batch","Other Skills"
365,"Spring Boot","Tools & Technologies"
1072,"Spring Cloud","Tools & Technologies"
1073,"Spring Data","Other Skills"
2155,"Spring DI","Other Skills"
163,"Spring Framework","Tools & Technologies"
1071,"Spring MVC","Tools & Technologies"
1074,"Spring Security","Other Skills"
2156,"Spring Webflow","Other Skills"
3752,"Spring Webflux","Tools & Technologies"
2013,"Sprint Backlog","Industry Knowledge"
1353,"Sprint Planning","Other Skills"
3661,Sprints,"Other Skills"
4100,SproutCore,"Other Skills"
945,SPSS,"Tools & Technologies"
29,SQL,"Tools & Technologies"
3432,"SQL ","Tools & Technologies"
2305,"SQL Azure","Other Skills"
4753,"SQL database design","Other Skills"
3230,"SQL DB2","Other Skills"
3790,"SQL Injection","Other Skills"
4530,"SQL Query","Tools & Technologies"
821,"SQL Server","Tools & Technologies"
822,"SQL Server 2000-2008","Tools & Technologies"
5641,"SQL Server 2008","Tools & Technologies"
4608,"SQL Server 2008 R2","Tools & Technologies"
4947,"SQL Server 2012","Tools & Technologies"
4334,"SQL Server Analysis Services (SSAS)","Other Skills"
2597,"SQL Server development","Tools & Technologies"
610,"SQL Server Integration Services (SSIS)","Tools & Technologies"
934,"SQL Server Management Studio","Tools & Technologies"
806,"SQL Server Reporting Services (SSRS)","Tools & Technologies"
2032,"SQL Tuning","Other Skills"
1994,SQL*Plus,"Other Skills"
1448,SQLAlchemy,"Other Skills"
532,SQLite,"Tools & Technologies"
1207,Sqoop,"Other Skills"
424,Squarespace,"Tools & Technologies"
6476,Squish,"Other Skills"
5403,SRE,"Other Skills"
4843,SS7,"Industry Knowledge"
2265,"SSAE 16","Other Skills"
4713,SSAS,"Other Skills"
2221,"SSAS 2008","Other Skills"
4368,SSD,"Other Skills"
5342,SSE,"Other Skills"
1997,SSH,"Other Skills"
1476,SSIS,"Tools & Technologies"
6470,SSL,"Other Skills"
3589,"SSL Certificates","Other Skills"
1968,SSO,"Other Skills"
1148,SSRS,"Tools & Technologies"
2410,STAAD-Pro,"Other Skills"
4112,"Staff Augmentation","Industry Knowledge"
1487,"Staff Development","Interpersonal Skills"
3012,"Staff Management","Interpersonal Skills"
4113,"Staffing Services","Industry Knowledge"
1944,"Stage Lighting","Other Skills"
1935,"Stage Management","Industry Knowledge"
5761,"Stakeholder Engagement","Interpersonal Skills"
2018,"Stakeholder Management","Interpersonal Skills"
2078,"Stakeholder Relations","Industry Knowledge"
1154,"Standard Operating Procedure (SOP)","Industry Knowledge"
4740,"Standards Development","Other Skills"
5989,STARS,"Other Skills"
5471,"Start-up Consulting","Other Skills"
5695,"Start-up Ventures","Other Skills"
334,Start-ups,"Industry Knowledge"
1430,"Start-ups Management","Other Skills"
4313,"Startup Development","Other Skills"
778,Stata,"Tools & Technologies"
5768,"State & Local Government Sales","Other Skills"
3717,"Static Analysis","Other Skills"
5041,"Static Code Analysis","Other Skills"
1599,Statics,"Other Skills"
4082,"Statistical Computing","Other Skills"
747,"Statistical Data Analysis","Industry Knowledge"
5101,"Statistical Inference","Other Skills"
3769,"Statistical Learning","Industry Knowledge"
5398,"Statistical Machine Translation","Other Skills"
3527,"Statistical Modeling","Industry Knowledge"
4083,"Statistical Programming","Other Skills"
567,Statistics,"Industry Knowledge"
2869,Steel,"Industry Knowledge"
1932,"Steel Design","Other Skills"
1929,"Steel Structures","Industry Knowledge"
2848,Steganography,"Other Skills"
4905,STEM,"Other Skills"
6219,"STEM Education","Other Skills"
3636,Stepper,"Other Skills"
3301,STL,"Other Skills"
5098,"Stochastic Calculus","Other Skills"
5115,"Stock Control","Industry Knowledge"
5114,"Stock Management","Industry Knowledge"
3544,"Stock Market","Other Skills"
3253,"Stock Option","Other Skills"
1765,"Stock Trading","Industry Knowledge"
1086,Storage,"Industry Knowledge"
4534,"Storage Architecture","Other Skills"
1390,"Storage Area Network (SAN)","Industry Knowledge"
4151,"Storage Area Networks","Industry Knowledge"
4194,"Storage Management","Other Skills"
4158,"Storage Migrations","Other Skills"
3105,"Storage Solutions","Other Skills"
4375,"Storage Systems","Other Skills"
4362,"Storage Virtualization","Industry Knowledge"
1310,"Store Management","Industry Knowledge"
797,"Stored Procedures","Other Skills"
3305,Storefront,"Other Skills"
5613,STORM,"Other Skills"
5043,Storyboarding,"Industry Knowledge"
1798,Storytelling,"Interpersonal Skills"
2717,STP,"Other Skills"
5692,"Strategic Alliances","Other Skills"
4972,"Strategic Communications","Industry Knowledge"
4166,"Strategic Consulting","Industry Knowledge"
843,"Strategic Design","Other Skills"
6228,"Strategic Growth","Other Skills"
4242,"Strategic Hiring","Other Skills"
6471,"Strategic Human Resource Planning","Industry Knowledge"
5181,"Strategic Initiatives","Other Skills"
2667,"Strategic Leadership","Interpersonal Skills"
5623,"Strategic management","Industry Knowledge"
2774,"Strategic Marketing","Industry Knowledge"
1266,"Strategic Media Relations","Other Skills"
1744,"Strategic Partnerships","Interpersonal Skills"
85,"Strategic Planning","Industry Knowledge"
2476,"Strategic Public Relations Planning","Other Skills"
3980,"Strategic Roadmaps","Other Skills"
6242,"Strategic Sales Initiatives","Other Skills"
5409,"Strategic Sourcing","Industry Knowledge"
5413,"Strategic Supplier Development","Other Skills"
3759,"Strategic Thinking","Interpersonal Skills"
6237,"Strategic Vision","Other Skills"
2643,"Strategic Visionary","Other Skills"
235,Strategy,"Industry Knowledge"
3286,"Stream Processing","Other Skills"
3662,"Streaming Media","Industry Knowledge"
3573,Streams,"Other Skills"
853,StreamSets,"Tools & Technologies"
1516,"Street Dance","Other Skills"
1002,"Stress Testing","Other Skills"
6307,Structs,"Other Skills"
1885,"Structural Analysis","Industry Knowledge"
3030,"Structural Dynamics","Other Skills"
1927,"Structural Engineering","Industry Knowledge"
3341,"Structural Health Monitoring","Other Skills"
3031,"Structural Mechanics","Other Skills"
2514,"Structured Finance","Industry Knowledge"
1252,Struts,"Tools & Technologies"
3843,"Struts Framework","Tools & Technologies"
5113,"Student Affairs","Industry Knowledge"
5222,"Student Leadership","Interpersonal Skills"
2814,"Student Recruiting","Industry Knowledge"
2313,"Studio Art","Other Skills"
1128,"Studio Lighting","Industry Knowledge"
1034,"Studio Recording","Industry Knowledge"
1170,"Study Abroad Programs","Other Skills"
3816,"Styled Components","Tools & Technologies"
2608,styled-components,"Tools & Technologies"
4808,Styling,"Industry Knowledge"
6243,Stylus,"Other Skills"
4486,Sublime,"Other Skills"
553,"Sublime Text","Other Skills"
4146,Submittals,"Industry Knowledge"
4789,Subnetting,"Other Skills"
815,Subversion,"Tools & Technologies"
409,SugarCRM,"Other Skills"
3061,"Suicide Assessment","Other Skills"
3334,"Sumo Logic","Tools & Technologies"
6425,"Sun Certified Java Programmer","Other Skills"
6138,"Sun Server","Other Skills"
2192,"Sun Solaris","Tools & Technologies"
6135,SunOS,"Other Skills"
6014,Supercomputing,"Other Skills"
5134,"Supervised Learning","Other Skills"
3006,"Supervisory Skills","Interpersonal Skills"
5604,"Supplier Management","Other Skills"
2885,"Supply Chain","Industry Knowledge"
5833,"Supply Chain Engineering","Other Skills"
1679,"Supply Chain Management","Industry Knowledge"
5411,"Supply Chain Optimization","Industry Knowledge"
1992,"Support Vector Machine (SVM)","Other Skills"
2394,Surveying,"Industry Knowledge"
317,Sustainability,"Industry Knowledge"
4633,"Sustainable Business","Other Skills"
2830,"Sustainable Design","Industry Knowledge"
3087,"Sustainable Development","Industry Knowledge"
2371,"Sustainable Energy","Other Skills"
2132,Svelte,"Tools & Technologies"
6413,SVG,"Other Skills"
2826,svn,"Tools & Technologies"
1939,Swagger,"Tools & Technologies"
4919,"Swagger API","Tools & Technologies"
2506,Swaps,"Other Skills"
6202,"Swarm Intelligence","Other Skills"
280,Swift,"Tools & Technologies"
3889,"Swift ","Tools & Technologies"
1183,"Swift (Programming Language)","Tools & Technologies"
2436,"SWIFT Messaging","Other Skills"
2599,"SWIFT payments","Other Skills"
3339,SWIG,"Other Skills"
2475,Swimming,"Industry Knowledge"
1095,Switches,"Tools & Technologies"
1100,Switching,"Other Skills"
5547,"SWOT analysis","Other Skills"
4148,SWPPP,"Other Skills"
6336,SWT,"Other Skills"
1271,Sybase,"Tools & Technologies"
3078,"Sybase IQ","Other Skills"
2505,"Sybase Products","Tools & Technologies"
2669,"Symantec Backup","Other Skills"
2668,"Symantec Endpoint Protection","Other Skills"
6253,"Symantec Netbackup","Other Skills"
2488,Symfony,"Other Skills"
2491,"Symfony Framework","Other Skills"
5544,Symfony2,"Other Skills"
5146,Symmetrix,"Other Skills"
5887,Symphony,"Other Skills"
3419,Synchronization,"Other Skills"
2981,Syncsort,"Other Skills"
6207,Synergies,"Other Skills"
3743,"Synopsys tools","Other Skills"
4451,Syntax,"Other Skills"
2886,Syspro,"Other Skills"
1256,"System Administration","Industry Knowledge"
1253,"System Architecture","Industry Knowledge"
2702,"System Automation","Other Skills"
5024,"System Center","Other Skills"
5380,"System Center Configuration Manager (SCCM)","Tools & Technologies"
5384,"System Center Products","Other Skills"
5381,"System Center Suite","Other Skills"
2304,"System Configuration","Other Skills"
1384,"System Deployment","Industry Knowledge"
956,"System Design","Industry Knowledge"
4416,"System Development","Other Skills"
2144,"System Integration Testing","Other Skills"
4588,"System Maintenance","Other Skills"
5382,"System Migration","Other Skills"
4589,"System Monitoring","Other Skills"
4512,"System Software","Other Skills"
1725,"System Testing","Industry Knowledge"
3429,"System Verilog","Other Skills"
3291,"systematic trading","Other Skills"
4319,SystemC,"Other Skills"
2195,"Systems Analysis","Industry Knowledge"
4828,"Systems Analysis & design","Industry Knowledge"
1580,"Systems Biology","Other Skills"
1724,"Systems Design","Industry Knowledge"
1387,"Systems Engineering","Industry Knowledge"
4582,"Systems Integration","Industry Knowledge"
2066,"Systems Management","Other Skills"
3710,"Systems Modeling","Other Skills"
3054,"Systems Programming","Other Skills"
5011,"Systems Thinking","Other Skills"
2754,SystemVerilog,"Other Skills"
785,T-SQL,"Tools & Technologies"
1477,"T-SQL Stored Procedures","Other Skills"
2743,T1,"Other Skills"
2744,T3,"Other Skills"
5951,"Table Tennis","Other Skills"
256,Tableau,"Tools & Technologies"
4382,Tactfulness,"Other Skills"
5683,"Tactical Asset Allocation","Other Skills"
5689,"Tactical Communications","Other Skills"
5690,"Tactical Management","Other Skills"
5682,"Tactical Operations","Other Skills"
5688,"Tactical Planning","Other Skills"
5691,"Tactical Sales Planning","Other Skills"
4369,Taekwondo,"Other Skills"
1292,"Tailwind CSS","Tools & Technologies"
4783,"Taking New Products to Market","Other Skills"
5759,Talend,"Other Skills"
3977,"Talend Open Studio","Other Skills"
5633,"Talent Development","Other Skills"
3984,"Talent Management","Interpersonal Skills"
5056,"Tape Libraries","Other Skills"
2904,"Task Management","Other Skills"
2104,Tax,"Industry Knowledge"
555,"Tax Preparation","Industry Knowledge"
2308,"Tax Research","Industry Knowledge"
4943,TCAP,"Other Skills"
212,Tcl,"Other Skills"
3727,Tcl-Tk,"Other Skills"
2496,TCP,"Other Skills"
1082,TCP/IP,"Industry Knowledge"
6088,"TCP/IP protocols","Industry Knowledge"
2378,"TCP/IP stack","Industry Knowledge"
3402,Tcpdump,"Other Skills"
811,TDD,"Industry Knowledge"
745,Tea,"Other Skills"
318,Teaching,"Interpersonal Skills"
1800,"Teaching English as a Foreign Language","Other Skills"
3592,"Teaching English as a Second Language","Interpersonal Skills"
5440,Teaching/mentoring,"Interpersonal Skills"
431,"Team Building","Interpersonal Skills"
4374,"Team Building ","Interpersonal Skills"
4791,"Team City","Other Skills"
6090,"Team City ","Other Skills"
2345,"Team Coordination","Other Skills"
4596,"Team Development","Other Skills"
149,"Team Effectiveness","Other Skills"
1593,"Team foundation server","Tools & Technologies"
716,"Team Foundation Server (TFS)","Tools & Technologies"
6233,"Team Lead","Interpersonal Skills"
430,"Team Leadership","Interpersonal Skills"
358,"Team Management","Interpersonal Skills"
4014,"Team Mentoring","Other Skills"
3383,"Team Motivation","Interpersonal Skills"
1924,"Team Organisation","Other Skills"
2469,"Team Performance","Other Skills"
146,"Team Problem Solving","Other Skills"
2614,"Team Spirit","Other Skills"
1831,Team-oriented,"Interpersonal Skills"
3097,Team-work,"Interpersonal Skills"
915,TeamCity,"Other Skills"
2348,Teaming,"Other Skills"
15,Teamwork,"Interpersonal Skills"
6094,Tech-savvy,"Other Skills"
3288,"Technical Analysis","Industry Knowledge"
5461,"Technical Architecture","Other Skills"
1203,"Technical Assistance","Other Skills"
4485,"Technical Communication","Other Skills"
3303,"Technical Design","Industry Knowledge"
5871,"Technical Direction","Industry Knowledge"
2180,"Technical Documentation","Industry Knowledge"
2562,"Technical Drawing","Industry Knowledge"
4923,"Technical Editing","Other Skills"
5536,"Technical Enablement","Other Skills"
862,"Technical Leadership","Interpersonal Skills"
5558,"Technical Management","Other Skills"
4508,"Technical Marketing","Other Skills"
931,"Technical Presentations","Other Skills"
2995,"Technical Product Management","Other Skills"
4189,"Technical Product Sales","Other Skills"
6031,"Technical Program Management","Industry Knowledge"
3872,"Technical Project Leadership","Other Skills"
4116,"Technical Recruiting","Industry Knowledge"
5659,"Technical Requirements Gathering","Other Skills"
5712,"Technical Services","Other Skills"
3434,"Technical Specialists","Other Skills"
4567,"Technical Strategy","Industry Knowledge"
473,"Technical Support","Industry Knowledge"
5336,"Technical Trainers","Other Skills"
4976,"Technical Training","Industry Knowledge"
4793,"Technical Troubleshooting","Industry Knowledge"
5842,"Technical Writers","Other Skills"
674,"Technical Writing","Industry Knowledge"
4325,"Technological Innovation","Other Skills"
3802,"Technology Consulting","Industry Knowledge"
5464,"Technology Enabled Business Transformation","Other Skills"
678,"Technology Evangelism","Other Skills"
4507,"Technology Evangelist","Other Skills"
5457,"Technology Implementation","Other Skills"
4992,"Technology Incubation","Other Skills"
1482,"Technology Integration","Industry Knowledge"
5243,"Technology Leadership","Other Skills"
5560,"Technology Management","Other Skills"
6216,"Technology Marketing","Other Skills"
4481,"Technology Planning","Other Skills"
5151,"Technology Product Development","Other Skills"
5649,"Technology Roadmapping","Other Skills"
5458,"Technology Strategy Development","Other Skills"
3464,"Technology Transfer","Industry Knowledge"
5454,Telco,"Other Skills"
4752,"Telecom Infrastructure","Other Skills"
3241,"Telecom Technologies","Industry Knowledge"
2172,Telecommunications,"Industry Knowledge"
5747,"Telecommunications Engineering","Industry Knowledge"
6416,"Telecommunications Management","Other Skills"
3748,Telecommuting,"Other Skills"
2341,"Telelogic DOORS","Other Skills"
3358,Telemetry,"Industry Knowledge"
4795,"Telephone Skills","Interpersonal Skills"
5557,Telephony,"Industry Knowledge"
3875,Telerik,"Other Skills"
3275,"Telerik Controls","Other Skills"
3711,"Telerik Web Controls","Other Skills"
872,Television,"Industry Knowledge"
4749,"Television Production","Industry Knowledge"
3892,Telugu,Languages
4117,"Temporary Placement","Industry Knowledge"
3577,"Tenacious Work Ethic","Other Skills"
1890,Tenders,"Other Skills"
538,Tennis,"Other Skills"
5275,"Tenor Saxophone","Other Skills"
3490,Tenserflow,"Tools & Technologies"
311,TensorFlow,"Tools & Technologies"
4137,Teradata,"Other Skills"
529,"Teradata Data Warehouse","Other Skills"
3549,Terminal,"Other Skills"
2966,"Terminal Server","Other Skills"
2967,"Terminal Services","Other Skills"
549,Terraform,"Tools & Technologies"
5770,"Territory Growth","Other Skills"
5769,"Territory Management","Other Skills"
5771,"Territory Penetration","Other Skills"
2648,TESOL,"Interpersonal Skills"
154,"Test Automation","Industry Knowledge"
4206,"Test Automation Framework","Other Skills"
5280,"Test Case Development","Industry Knowledge"
2625,"Test Case Generation","Other Skills"
1934,"Test Cases","Industry Knowledge"
4786,"Test Design","Other Skills"
234,"Test Driven Development","Industry Knowledge"
2755,"Test Engineering","Other Skills"
4839,"Test Equipment","Tools & Technologies"
5031,"Test Execution","Other Skills"
2283,"Test Management","Industry Knowledge"
2282,"Test Planning","Industry Knowledge"
6133,"Test Scripts","Other Skills"
1937,"Test Strategy","Industry Knowledge"
660,"Test-Driven Development","Industry Knowledge"
2197,TestCafe,"Tools & Technologies"
1595,TestComplete,"Other Skills"
535,Testing,"Industry Knowledge"
5809,"Testing Tools","Other Skills"
1075,TestNG,"Other Skills"
2624,TestRail,"Other Skills"
5528,TeX,"Other Skills"
3576,"Text Analytics","Other Skills"
1835,"Text Classification","Other Skills"
769,"Text Mining","Other Skills"
5686,"Textile Prints","Other Skills"
4197,Texturing,"Industry Knowledge"
